;Tick;Base;sample_size_Open;mean_Open;std_Open;p1_Open;p5_Open;p10_Open;p25_Open;p50_Open;p75_Open;p90_Open;p95_Open;p99_Open;sample_size_High;mean_High;std_High;p1_High;p5_High;p10_High;p25_High;p50_High;p75_High;p90_High;p95_High;p99_High;sample_size_Low;mean_Low;std_Low;p1_Low;p5_Low;p10_Low;p25_Low;p50_Low;p75_Low;p90_Low;p95_Low;p99_Low;sample_size_Close;mean_Close;std_Close;p1_Close;p5_Close;p10_Close;p25_Close;p50_Close;p75_Close;p90_Close;p95_Close;p99_Close;sample_size_Volume;mean_Volume;std_Volume;p1_Volume;p5_Volume;p10_Volume;p25_Volume;p50_Volume;p75_Volume;p90_Volume;p95_Volume;p99_Volume;sample_size_N_trades;mean_N_trades;std_N_trades;p1_N_trades;p5_N_trades;p10_N_trades;p25_N_trades;p50_N_trades;p75_N_trades;p90_N_trades;p95_N_trades;p99_N_trades
ETCGBP;;;1005.000000000000000;39.010756218905470;2.799582276103040;30.243600000000001;32.502000000000002;35.433999999999997;37.869999999999997;39.609999999999999;40.979999999999997;41.840000000000003;42.128000000000000;42.579200000000000;1005.000000000000000;39.154059701492542;2.796977550736027;30.410799999999998;32.820000000000000;35.545999999999999;37.909999999999997;39.799999999999997;41.130000000000003;41.979999999999997;42.308000000000000;42.996800000000000;1005.000000000000000;38.808716417910446;2.902762287835623;30.111599999999999;32.167999999999999;35.201999999999998;37.799999999999997;39.420000000000002;40.859999999999999;41.616000000000000;41.909999999999997;42.239600000000003;1005.000000000000000;38.968507462686567;2.779330704570291;30.241599999999998;32.320000000000000;35.320000000000000;37.840000000000003;39.600000000000001;40.950000000000003;41.770000000000003;42.048000000000002;42.539999999999999;1005.000000000000000;30.152019900497510;68.361470756411492;0.000000000000000;0.000000000000000;0.000000000000000;0.840000000000000;5.520000000000000;25.329999999999998;95.236000000000033;136.153999999999996;317.145600000000798;1005.000000000000000;3.984079601990050;5.239321789085293;0.000000000000000;0.000000000000000;0.000000000000000;1.000000000000000;2.000000000000000;5.000000000000000;9.600000000000025;14.000000000000000;23.000000000000000
ETCUSDT;ETC;USDT;2755.000000000000000;61.727470780399273;8.113366972063748;43.194719999999997;50.228299999999997;52.152200000000001;55.731499999999997;61.008000000000003;67.261499999999998;73.960200000000000;76.872899999999987;79.702860000000001;2755.000000000000000;62.096476225045365;8.227403996458488;43.523699999999998;50.494900000000001;52.353600000000000;55.988000000000000;61.597000000000001;67.634500000000003;74.625799999999984;77.475999999999999;80.381140000000002;2755.000000000000000;61.353861705989111;7.993313394699587;42.756779999999999;49.707700000000003;51.954000000000001;55.460500000000003;60.454000000000001;66.882000000000005;73.271600000000007;76.043300000000002;78.841219999999979;2755.000000000000000;61.722766969147003;8.120732414877679;43.178480000000000;50.214100000000002;52.148800000000001;55.729500000000002;61.110999999999997;67.260500000000008;73.940599999999975;76.845900000000000;79.749979999999994;2755.000000000000000;34401.283018148824340;43747.837355517018295;2818.780980000000000;4302.123300000000199;5673.505000000000109;9524.981499999999869;19305.512999999999010;40321.408499999997730;79031.888999999981024;121541.854399999923771;212801.953660000115633;2755.000000000000000;3449.093647912884990;3665.607904998860704;462.779999999999973;610.000000000000000;742.400000000000205;1113.500000000000000;1999.000000000000000;4402.000000000000000;8065.599999999994907;11127.199999999975262;17148.460000000002765
ETHBTC;ETH;BTC;2755.000000000000000;0.068090761161524;0.004744058650505;0.059920340000000;0.061246100000000;0.061871800000000;0.063399500000000;0.067902000000000;0.071990500000000;0.074395400000000;0.075901000000000;0.077129680000000;2755.000000000000000;0.068260632667877;0.004756606075362;0.060186660000000;0.061384000000000;0.061987000000000;0.063523500000000;0.068169000000000;0.072147000000000;0.074588800000000;0.076117400000000;0.077299460000000;2755.000000000000000;0.067919465698730;0.004731790958156;0.059666240000000;0.061102900000000;0.061735600000000;0.063266000000000;0.067692000000000;0.071800000000000;0.074290000000000;0.075700600000000;0.076907980000000;2755.000000000000000;0.068089744101633;0.004745062084455;0.059884180000000;0.061256100000000;0.061870800000000;0.063391500000000;0.067893000000000;0.071991000000000;0.074396200000000;0.075889000000000;0.077140380000000;2755.000000000000000;1955.305380399274100;1423.480380114292757;495.161960000000022;669.514699999999948;768.253600000000006;1018.595000000000027;1523.445999999999913;2391.237000000000080;3616.204799999999977;4820.484099999999671;7358.226200000002791;2755.000000000000000;2967.011252268602220;1989.152755706764765;945.000000000000000;1144.000000000000000;1286.000000000000000;1658.000000000000000;2372.000000000000000;3603.500000000000000;5285.199999999999818;6898.499999999998181;10955.640000000004875
ETHPAX;ETH;PAX;2755.000000000000000;2504.903626134300794;202.778403876011168;1942.928799999999910;2156.726000000000113;2228.088000000000193;2381.485000000000127;2523.210000000000036;2655.135000000000218;2768.684000000000196;2806.335999999999785;2853.659799999999905;2755.000000000000000;2513.329038112522539;202.888198752269631;1952.529800000000023;2164.096000000000004;2234.338000000000193;2390.570000000000164;2530.519999999999982;2669.300000000000182;2775.340000000000146;2813.798999999999978;2862.148799999999937;2755.000000000000000;2495.599488203266901;202.823086114943948;1932.390799999999899;2146.942000000000007;2221.827999999999975;2370.829999999999927;2514.449999999999818;2644.465000000000146;2760.842000000000098;2795.182999999999993;2843.176599999999780;2755.000000000000000;2504.563883847549732;203.029966821117199;1941.019999999999982;2152.733000000000175;2228.409999999999854;2382.574999999999818;2523.449999999999818;2657.929999999999836;2767.947999999999865;2803.581999999999880;2851.807200000000194;2755.000000000000000;13.898727197822142;18.959543591378981;0.205533400000000;1.450944000000000;2.361870000000001;4.753735000000001;9.108210000000000;16.115375000000000;28.226523999999984;39.914244999999937;91.138753399999999;2755.000000000000000;34.074047186932845;31.679032863783995;2.000000000000000;5.000000000000000;8.000000000000000;15.000000000000000;26.000000000000000;43.000000000000000;68.000000000000000;91.000000000000000;164.920000000000073
ETHTUSD;ETH;TUSD;2754.000000000000000;2504.922785039941118;202.792644258636386;1945.297199999999975;2156.130500000000211;2228.922999999999774;2380.772500000000036;2523.685000000000400;2656.949999999999818;2769.474999999999909;2803.612999999999829;2853.812300000000050;2754.000000000000000;2514.295432098765104;203.117514566448307;1955.756399999999985;2165.482500000000073;2234.943000000000211;2391.462500000000091;2531.659999999999854;2670.824999999999818;2775.463999999999942;2814.363499999999931;2865.215799999999945;2754.000000000000000;2494.189215686274565;202.452789387086881;1929.021799999999985;2145.609500000000025;2220.907999999999902;2370.605000000000018;2514.164999999999964;2642.824999999999818;2759.764000000000124;2794.001000000000204;2838.880000000000109;2754.000000000000000;2504.440617283950814;203.103804916924787;1941.767800000000079;2154.434499999999844;2227.148999999999887;2381.142499999999927;2521.635000000000218;2655.824999999999818;2768.338000000000193;2803.983499999999822;2855.764700000000175;2754.000000000000000;17.324630657225853;19.211230774410328;0.711693200000000;2.276848500000000;3.639269000000000;6.931575000000000;12.394090000000000;21.288950000000000;34.444265000000016;45.036054499999992;97.656146699999397;2754.000000000000000;47.563180827886711;39.376437307219938;4.000000000000000;9.000000000000000;13.000000000000000;22.000000000000000;36.500000000000000;61.000000000000000;92.000000000000000;120.000000000000000;204.939999999999600
ETHUSDC;ETH;USDC;2755.000000000000000;2504.851618874772612;202.850408382563273;1943.189399999999978;2155.725000000000364;2228.458000000000084;2382.440000000000055;2523.050000000000182;2657.590000000000146;2768.083999999999833;2804.967999999999847;2852.851599999999962;2755.000000000000000;2516.707495462795123;203.206173238286084;1956.171000000000049;2167.106999999999971;2236.911999999999807;2394.875000000000000;2533.050000000000182;2671.640000000000327;2778.510000000000218;2817.248999999999796;2867.030200000000150;2755.000000000000000;2492.148090744101410;202.373028639287440;1928.490000000000009;2142.987999999999829;2219.630000000000109;2368.969999999999800;2512.269999999999982;2640.454999999999927;2756.677999999999884;2790.894999999999982;2838.007800000000316;2755.000000000000000;2504.672537205081426;203.103964857285632;1941.663600000000088;2155.228000000000065;2228.898000000000138;2382.380000000000109;2522.250000000000000;2658.255000000000109;2768.273999999999887;2804.630000000000109;2854.499200000000201;2755.000000000000000;308.688133934664222;365.485351917760454;23.090608599999999;41.118850000000002;58.928218000000008;104.719184999999996;193.867030000000000;373.482280000000003;667.803039999999896;931.300405999999498;1723.134345600001097;2755.000000000000000;339.914337568058102;304.450613939288132;41.000000000000000;66.000000000000000;86.000000000000000;137.000000000000000;251.000000000000000;435.000000000000000;702.599999999999909;920.000000000000000;1514.380000000000109
ETHUSDT;ETH;USDT;2755.000000000000000;2503.659753176043068;202.516580124560249;1943.082799999999907;2154.630000000000109;2227.658000000000357;2382.014999999999873;2521.360000000000127;2657.385000000000218;2766.000000000000000;2802.007999999999811;2850.569199999999910;2755.000000000000000;2515.940725952812954;202.829535315980479;1957.129599999999982;2167.438000000000102;2237.030000000000200;2394.179999999999836;2532.650000000000091;2670.704999999999927;2776.923999999999978;2814.701000000000022;2864.945999999999913;2755.000000000000000;2490.842431941924133;201.981855050270411;1928.121399999999994;2142.144999999999982;2218.044000000000324;2367.800000000000182;2511.050000000000182;2639.505000000000109;2755.186000000000149;2789.733999999999924;2833.074000000000069;2755.000000000000000;2503.560087114337421;202.769139205701293;1941.694600000000037;2154.164999999999964;2227.668000000000120;2381.565000000000055;2521.309999999999945;2657.230000000000018;2766.248000000000047;2802.030999999999949;2851.864399999999932;2755.000000000000000;11244.027659117968142;8553.909103121186490;2402.358297400000083;3160.121269000000211;3750.588597999999820;5386.062874999999622;8846.999449999997523;14540.315300000000207;21630.372235999999248;28115.517269999996643;41902.763949400003185;2755.000000000000000;16688.517967332121771;11526.163890364199688;4167.399999999999636;5147.900000000000546;5966.000000000000000;8374.500000000000000;13610.000000000000000;21555.500000000000000;30923.799999999999272;38674.599999999976717;55464.980000000032305
EVXBTC;EVX;BTC;2755.000000000000000;0.000014338627949;0.000001255344150;0.000011090000000;0.000012140000000;0.000012680000000;0.000013040000000;0.000014720000000;0.000015230000000;0.000015606000000;0.000016000000000;0.000016700000000;2755.000000000000000;0.000014383038113;0.000001279244229;0.000011095400000;0.000012140000000;0.000012690000000;0.000013070000000;0.000014760000000;0.000015280000000;0.000015660000000;0.000016100000000;0.000016730000000;2755.000000000000000;0.000014290068966;0.000001230929014;0.000011030000000;0.000012110000000;0.000012660000000;0.000013030000000;0.000014660000000;0.000015210000000;0.000015520000000;0.000015913000000;0.000016484600000;2755.000000000000000;0.000014337052632;0.000001257304187;0.000011080800000;0.000012140000000;0.000012670000000;0.000013050000000;0.000014700000000;0.000015230000000;0.000015610000000;0.000016000000000;0.000016654600000;2755.000000000000000;8225.301996370235429;49375.032381924138463;0.000000000000000;0.000000000000000;18.000000000000000;231.000000000000000;1306.000000000000000;4814.500000000000000;15504.999999999996362;28208.799999999981083;87731.040000000080909;2755.000000000000000;28.105989110707803;141.693484591726360;0.000000000000000;0.000000000000000;1.000000000000000;3.000000000000000;8.000000000000000;23.000000000000000;52.000000000000000;87.000000000000000;258.840000000000146
FETBNB;FET;BNB;2755.000000000000000;0.000847246823956;0.000065190716050;0.000706000000000;0.000757000000000;0.000772000000000;0.000795000000000;0.000837000000000;0.000901000000000;0.000935000000000;0.000953000000000;0.000992000000000;2755.000000000000000;0.000852092558984;0.000067058620501;0.000709000000000;0.000759000000000;0.000774000000000;0.000798000000000;0.000843000000000;0.000906000000000;0.000941000000000;0.000963000000000;0.001002460000000;2755.000000000000000;0.000842304537205;0.000064704486680;0.000702540000000;0.000755000000000;0.000769000000000;0.000792000000000;0.000834000000000;0.000896000000000;0.000928000000000;0.000945000000000;0.000981460000000;2755.000000000000000;0.000847385117967;0.000065130783937;0.000706540000000;0.000758000000000;0.000771400000000;0.000795000000000;0.000838000000000;0.000900000000000;0.000935000000000;0.000953000000000;0.000992000000000;2755.000000000000000;16803.095099818510789;147143.565269825689029;0.000000000000000;23.000000000000000;395.600000000000080;2542.500000000000000;6190.000000000000000;13153.000000000000000;30679.599999999994907;49604.899999999899592;137171.940000000031432;2755.000000000000000;32.331760435571688;89.435403431297900;0.000000000000000;1.000000000000000;2.000000000000000;8.000000000000000;24.000000000000000;39.000000000000000;61.000000000000000;83.000000000000000;180.000000000000000
FETBTC;FET;BTC;2755.000000000000000;0.000008202950998;0.000001087429028;0.000006400000000;0.000006817000000;0.000007110000000;0.000007320000000;0.000007900000000;0.000008930000000;0.000009870000000;0.000010250000000;0.000010754600000;2755.000000000000000;0.000008259045372;0.000001100809929;0.000006445400000;0.000006880000000;0.000007150000000;0.000007370000000;0.000007940000000;0.000009015000000;0.000009920000000;0.000010310000000;0.000010890000000;2755.000000000000000;0.000008147941924;0.000001074417452;0.000006370000000;0.000006750000000;0.000007070000000;0.000007280000000;0.000007840000000;0.000008850000000;0.000009810000000;0.000010160000000;0.000010644600000;2755.000000000000000;0.000008202932849;0.000001087384732;0.000006395400000;0.000006810000000;0.000007110000000;0.000007325000000;0.000007900000000;0.000008930000000;0.000009860000000;0.000010246000000;0.000010754600000;2755.000000000000000;223064.406170598871540;365580.690143968502525;11430.379999999999200;21393.900000000001455;29266.000000000003638;52865.500000000000000;103161.000000000000000;216723.000000000000000;516120.999999999708962;917215.799999998765998;1792500.000000000000000;2755.000000000000000;247.627223230489989;354.026424597574646;25.539999999999999;47.000000000000000;61.000000000000000;96.500000000000000;163.000000000000000;279.500000000000000;480.199999999999818;666.599999999999454;1471.420000000000755
FETUSDT;FET;USDT;2755.000000000000000;0.301461872958258;0.041235796979073;0.210427800000000;0.247527000000000;0.256864000000000;0.273235000000000;0.295170000000000;0.321235000000000;0.359050000000000;0.376603000000000;0.415284200000000;2755.000000000000000;0.304302308529946;0.041657280977151;0.212630000000000;0.249634000000000;0.258818000000000;0.276410000000000;0.297670000000000;0.324300000000000;0.362120000000000;0.379309000000000;0.420038000000000;2755.000000000000000;0.298749070780399;0.040814509896407;0.208055000000000;0.244196000000000;0.254856000000000;0.270995000000000;0.292880000000000;0.318330000000000;0.357006000000000;0.372245000000000;0.410902800000000;2755.000000000000000;0.301523862068965;0.041265519735279;0.210542400000000;0.247447000000000;0.256914000000000;0.273485000000000;0.295260000000000;0.321325000000000;0.359210000000000;0.376624000000000;0.415447400000000;2755.000000000000000;599463.574373865732923;745177.782954950118437;44383.910000000003492;93924.210000000006403;129915.500000000000000;236968.200000000011642;414212.299999999988358;704792.650000000023283;1174581.379999999888241;1615827.729999998351559;3700432.380000001750886;2755.000000000000000;472.319782214156078;454.489259334082874;79.000000000000000;140.000000000000000;178.000000000000000;258.000000000000000;376.000000000000000;554.000000000000000;817.599999999999795;1047.399999999997817;2159.440000000000509
FTMBUSD;;;1480.000000000000000;0.290642905405405;0.027400452816178;0.235279000000000;0.240395000000000;0.245870000000000;0.276200000000000;0.290500000000000;0.305800000000000;0.327130000000000;0.340505000000000;0.350942000000000;1480.000000000000000;0.293311824324324;0.028409956656292;0.236858000000000;0.242300000000000;0.247690000000000;0.278350000000000;0.292450000000000;0.308700000000000;0.333420000000000;0.344200000000000;0.354768000000000;1480.000000000000000;0.288710000000000;0.027244732344814;0.234000000000000;0.238800000000000;0.244400000000000;0.274100000000000;0.288800000000000;0.303650000000000;0.323430000000000;0.339015000000000;0.349321000000000;1480.000000000000000;0.290551351351351;0.027422469053400;0.234858000000000;0.240300000000000;0.245400000000000;0.276375000000000;0.290700000000000;0.305725000000000;0.326630000000000;0.340510000000000;0.351042000000000;1480.000000000000000;37033.683783783773833;75537.841691021632869;297.370000000000005;1240.150000000000091;2138.800000000000182;5425.750000000000000;15177.000000000000000;39217.750000000000000;87107.600000000282307;139901.799999999988358;290378.580000000249129;1480.000000000000000;58.640540540540542;75.331424330087557;2.000000000000000;6.000000000000000;9.000000000000000;18.000000000000000;35.000000000000000;67.000000000000000;130.100000000000108;180.149999999999835;407.310000000000400
FTTBUSD;;;340.000000000000000;29.018264705882352;1.531499530618190;25.287800000000001;26.098500000000001;26.338000000000001;28.270000000000000;29.620000000000001;29.980000000000000;30.215000000000003;30.851500000000001;31.844400000000000;340.000000000000000;29.089794117647056;1.517310590551813;25.423900000000000;26.109999999999999;26.539000000000001;28.359999999999999;29.660000000000000;30.002500000000001;30.300000000000001;30.969999999999999;31.924900000000001;340.000000000000000;28.923147058823528;1.563015122284922;25.135600000000000;26.009500000000003;26.230000000000000;28.120000000000001;29.550000000000001;29.912500000000001;30.171000000000003;30.742999999999999;31.766100000000002;340.000000000000000;29.000823529411761;1.536053929632838;25.256799999999998;26.078499999999998;26.437999999999999;28.297499999999999;29.620000000000001;29.952500000000001;30.234000000000002;30.811499999999999;31.844400000000000;340.000000000000000;235.740588235294069;439.015190276796261;0.000000000000000;0.000000000000000;0.500000000000000;12.975000000000000;38.000000000000000;290.350000000000023;749.710000000000264;1052.920000000001210;1901.369000000000824;340.000000000000000;17.158823529411766;19.945471513855839;0.000000000000000;0.000000000000000;1.000000000000000;3.750000000000000;10.000000000000000;24.000000000000000;43.000000000000000;56.050000000000011;94.100000000000122
FUNBTC;FUN;BTC;2755.000000000000000;0.000000585506352;0.000000035507054;0.000000520000000;0.000000530000000;0.000000540000000;0.000000550000000;0.000000590000000;0.000000610000000;0.000000620000000;0.000000630000000;0.000000674600000;2755.000000000000000;0.000000589295826;0.000000035911941;0.000000530000000;0.000000537000000;0.000000540000000;0.000000550000000;0.000000600000000;0.000000610000000;0.000000630000000;0.000000640000000;0.000000684600000;2755.000000000000000;0.000000578286751;0.000000034845333;0.000000520000000;0.000000520000000;0.000000530000000;0.000000540000000;0.000000590000000;0.000000600000000;0.000000620000000;0.000000630000000;0.000000660000000;2755.000000000000000;0.000000585263158;0.000000035467754;0.000000520000000;0.000000530000000;0.000000540000000;0.000000550000000;0.000000590000000;0.000000610000000;0.000000620000000;0.000000630000000;0.000000670000000;2755.000000000000000;467788.539745916496031;2223420.103741792961955;4189.180000000000291;9104.500000000000000;14072.399999999999636;29225.000000000000000;81462.000000000000000;270150.500000000000000;981109.799999999813735;1798970.999999997206032;5802332.740000000223517;2755.000000000000000;37.486751361161517;121.553955764679344;5.000000000000000;7.000000000000000;9.000000000000000;13.000000000000000;20.000000000000000;34.000000000000000;63.599999999999909;99.000000000000000;238.140000000000327
FUNETH;FUN;ETH;2755.000000000000000;0.000008583698730;0.000000364733854;0.000008030000000;0.000008110000000;0.000008170000000;0.000008310000000;0.000008510000000;0.000008780000000;0.000009100000000;0.000009283000000;0.000009630000000;2755.000000000000000;0.000008605517241;0.000000374593083;0.000008055400000;0.000008120000000;0.000008190000000;0.000008330000000;0.000008530000000;0.000008800000000;0.000009130000000;0.000009320000000;0.000009729200000;2755.000000000000000;0.000008562947368;0.000000355644487;0.000008020000000;0.000008090000000;0.000008160000000;0.000008300000000;0.000008490000000;0.000008760000000;0.000009070000000;0.000009230000000;0.000009570000000;2755.000000000000000;0.000008584638838;0.000000365224698;0.000008040000000;0.000008110000000;0.000008170000000;0.000008310000000;0.000008510000000;0.000008770000000;0.000009100000000;0.000009283000000;0.000009659200000;2755.000000000000000;234313.419237749563763;502430.860409085173160;0.000000000000000;0.000000000000000;0.000000000000000;5841.000000000000000;44684.000000000000000;353676.000000000000000;627035.999999999767169;919207.299999999231659;1726917.220000003697351;2755.000000000000000;10.017422867513613;22.131197348555528;0.000000000000000;0.000000000000000;0.000000000000000;2.000000000000000;5.000000000000000;12.000000000000000;23.000000000000000;35.000000000000000;65.460000000000036
GASBTC;GAS;BTC;2755.000000000000000;0.000224839346642;0.000026061550730;0.000160700000000;0.000178440000000;0.000190300000000;0.000199850000000;0.000236100000000;0.000246400000000;0.000251600000000;0.000253730000000;0.000265622000000;2755.000000000000000;0.000225825045372;0.000026297447185;0.000161254000000;0.000179890000000;0.000190640000000;0.000200600000000;0.000237200000000;0.000247300000000;0.000252660000000;0.000255590000000;0.000267914000000;2755.000000000000000;0.000223970562613;0.000025912484589;0.000159808000000;0.000177600000000;0.000189800000000;0.000199400000000;0.000235200000000;0.000245500000000;0.000250500000000;0.000253100000000;0.000264184000000;2755.000000000000000;0.000224821597096;0.000026105268571;0.000160500000000;0.000178370000000;0.000190300000000;0.000199900000000;0.000236200000000;0.000246400000000;0.000251600000000;0.000253830000000;0.000265684000000;2755.000000000000000;2568.088330308529748;6403.694818059232603;30.240800000000000;80.962999999999980;127.703999999999994;317.750000000000000;920.259999999999991;2359.014999999999873;5551.949999999998909;9275.864999999977954;30551.553800000005140;2755.000000000000000;248.772776769509989;622.048837596441786;8.000000000000000;17.000000000000000;25.000000000000000;53.000000000000000;107.000000000000000;233.000000000000000;512.599999999999909;792.299999999999727;2313.460000000004129
GOBTC;GO;BTC;2755.000000000000000;0.000000773422868;0.000000092711567;0.000000570000000;0.000000620000000;0.000000630000000;0.000000700000000;0.000000800000000;0.000000840000000;0.000000870000000;0.000000910000000;0.000000960000000;2755.000000000000000;0.000000779709619;0.000000094103406;0.000000580000000;0.000000620000000;0.000000640000000;0.000000700000000;0.000000810000000;0.000000850000000;0.000000880000000;0.000000920000000;0.000000970000000;2755.000000000000000;0.000000767655172;0.000000091394227;0.000000570000000;0.000000620000000;0.000000630000000;0.000000690000000;0.000000800000000;0.000000830000000;0.000000870000000;0.000000900000000;0.000000944600000;2755.000000000000000;0.000000774145191;0.000000092799301;0.000000570000000;0.000000620000000;0.000000640000000;0.000000700000000;0.000000800000000;0.000000840000000;0.000000870000000;0.000000910000000;0.000000960000000;2755.000000000000000;304303.120508166961372;1461125.946974704042077;659.360000000000014;3310.699999999999818;7481.800000000002001;25819.000000000000000;84042.000000000000000;248655.500000000000000;590954.199999999837019;1003538.699999998207204;3226524.520000002812594;2755.000000000000000;40.150635208711442;159.766447606821430;1.000000000000000;3.000000000000000;4.000000000000000;7.000000000000000;16.000000000000000;37.000000000000000;77.000000000000000;120.299999999999713;401.100000000001273
GRSBTC;GRS;BTC;2754.000000000000000;0.000022657563544;0.000003990671355;0.000013710000000;0.000015680000000;0.000016853000000;0.000018250000000;0.000024370000000;0.000025700000000;0.000026727000000;0.000027183500000;0.000028570500000;2754.000000000000000;0.000022756888163;0.000004031774750;0.000013775300000;0.000015700000000;0.000016920000000;0.000018290000000;0.000024460000000;0.000025830000000;0.000026840000000;0.000027390000000;0.000028860000000;2754.000000000000000;0.000022558609296;0.000003955527749;0.000013645300000;0.000015650000000;0.000016793000000;0.000018200000000;0.000024310000000;0.000025575000000;0.000026577000000;0.000027033500000;0.000028248800000;2754.000000000000000;0.000022653129993;0.000003990799077;0.000013691200000;0.000015690000000;0.000016840000000;0.000018250000000;0.000024370000000;0.000025690000000;0.000026720000000;0.000027210000000;0.000028484100000;2754.000000000000000;10276.966957153232215;21662.473551555009180;0.000000000000000;49.650000000000006;175.300000000000011;950.750000000000000;3725.000000000000000;10637.250000000000000;24481.000000000003638;41996.499999999992724;91341.669999999867287;2754.000000000000000;50.370007262164123;103.096463988480480;0.000000000000000;2.000000000000000;4.000000000000000;9.000000000000000;22.000000000000000;53.000000000000000;112.000000000000000;184.000000000000000;430.759999999998399
GTCBNB;GTC;BNB;1100.000000000000000;0.028099663636364;0.005439902804575;0.019818300000000;0.020846000000000;0.021930000000000;0.023830000000000;0.028040000000000;0.030645000000000;0.034757000000000;0.038613000000000;0.046320900000000;1100.000000000000000;0.028372400000000;0.005753485667916;0.019829500000000;0.020954500000000;0.022020000000000;0.023930000000000;0.028140000000000;0.030882500000000;0.035483000000000;0.039750000000000;0.047811800000000;1100.000000000000000;0.027860254545455;0.005229222133073;0.019719300000000;0.020707000000000;0.021830000000000;0.023820000000000;0.027900000000000;0.030340000000000;0.034353000000000;0.037702500000000;0.045052600000000;1100.000000000000000;0.028089481818182;0.005445601127569;0.019719300000000;0.020749000000000;0.021930000000000;0.023830000000000;0.028040000000000;0.030600000000000;0.034840000000000;0.038718000000000;0.046321300000000;1100.000000000000000;674.564818181818168;1581.730903417479567;0.000000000000000;2.100000000000000;4.800000000000000;18.675000000000001;100.200000000000003;470.725000000000023;1928.550000000000864;3436.394999999999982;8251.697999999996682;1100.000000000000000;28.695454545454545;47.926752609607085;0.000000000000000;1.000000000000000;1.000000000000000;4.000000000000000;12.000000000000000;31.000000000000000;69.000000000000000;105.000000000000000;278.019999999999982
GTCBTC;GTC;BTC;1100.000000000000000;0.000263267909091;0.000054001861392;0.000178892000000;0.000198595000000;0.000207700000000;0.000224700000000;0.000255050000000;0.000288950000000;0.000329890000000;0.000371705000000;0.000446618000000;1100.000000000000000;0.000266053363636;0.000056796928835;0.000180294000000;0.000201275000000;0.000209490000000;0.000225600000000;0.000256200000000;0.000291575000000;0.000335870000000;0.000383405000000;0.000459101000000;1100.000000000000000;0.000260712454545;0.000051973131689;0.000177196000000;0.000195595000000;0.000206790000000;0.000224200000000;0.000253750000000;0.000285700000000;0.000325210000000;0.000362850000000;0.000432507000000;1100.000000000000000;0.000263169090909;0.000054026532615;0.000178197000000;0.000197805000000;0.000208300000000;0.000224800000000;0.000254850000000;0.000288825000000;0.000330070000000;0.000371070000000;0.000446006000000;1100.000000000000000;2012.958636363636060;4506.516289426633193;1.296800000000000;13.742000000000001;41.113999999999997;156.710000000000008;557.779999999999973;1697.214999999999918;5027.988999999999578;8924.206999999978507;23013.038299999963783;1100.000000000000000;113.824545454545444;228.899622973740748;1.000000000000000;4.950000000000003;7.000000000000000;14.750000000000000;34.000000000000000;91.000000000000000;300.500000000000057;529.049999999999955;1271.019999999999982
GTCBUSD;;;1100.000000000000000;9.787109250563637;2.126716908452537;5.740000000000000;6.577500000000001;7.248000000000000;8.080000000000000;10.100000000000000;10.902500000000000;11.911000000000000;13.831000000000000;16.410899999999998;1100.000000000000000;9.903636363618180;2.229879828476699;5.829600000000000;6.691500000000000;7.290000000000000;8.119999999999999;10.150000000000000;11.039999999999999;12.206000000000000;14.190499999999998;16.990099999999998;1100.000000000000000;9.676322096790908;2.054943903790357;5.689800000000000;6.462500000000000;7.197000000000000;8.050000000000001;10.000000000000000;10.772500000000001;11.664875822999999;13.470499999999999;15.960400000000000;1100.000000000000000;9.780036585863636;2.129207637249168;5.729800000000000;6.519500000000001;7.248000000000000;8.080000000000000;10.095000000000001;10.900000000000000;11.913000000000000;13.800000000000001;16.440899999999999;1100.000000000000000;4917.526784689663145;11567.243984524104235;29.457200000000000;112.942000000000021;217.503999999999991;555.587500000000091;1424.214999999999918;3829.050000000000182;10802.765000000006694;21651.084999999999127;63371.789799999991374;1100.000000000000000;269.518181818181802;669.215898466504314;3.000000000000000;8.000000000000000;14.000000000000000;29.750000000000000;70.000000000000000;181.000000000000000;537.100000000000023;1322.449999999998681;3631.309999999996762
GTCUSDT;GTC;USDT;1100.000000000000000;9.786754545454546;2.126595852899711;5.759900000000000;6.569000000000000;7.258999999999999;8.090000000000000;10.100000000000000;10.912500000000000;11.920999999999999;13.840500000000000;16.420900000000000;1100.000000000000000;9.902109090909091;2.209487169398261;5.839600000000000;6.702000000000001;7.308999999999999;8.130000000000001;10.150000000000000;11.042500000000000;12.202999999999999;14.171499999999998;16.900999999999996;1100.000000000000000;9.671736363636365;2.063331944286729;5.679700000000000;6.424000000000000;7.160000000000000;8.039999999999999;10.000000000000000;10.760000000000000;11.663000000000000;13.450499999999998;15.950599999999998;1100.000000000000000;9.780954545454543;2.128988128778397;5.730000000000000;6.549000000000000;7.250000000000000;8.087500000000000;10.090000000000000;10.900000000000000;11.891999999999999;13.840000000000000;16.430799999999998;1100.000000000000000;28749.112627272723330;49484.285877092763258;1255.625199999999950;2508.487000000000080;3411.492999999999938;6499.082500000000437;13167.744999999997162;28711.044999999998254;62429.331000000005588;110183.869000000006054;237676.209399999934249;1100.000000000000000;1342.501818181817953;2157.603279103156638;66.000000000000000;118.000000000000000;156.900000000000006;278.000000000000000;625.000000000000000;1440.500000000000000;2963.100000000000364;5268.999999999998181;11554.030000000000655
