;Open_time;Open;High;Low;Close;Volume;Close_time;Quote_asset_volume;N_trades;Taker_buy_base_vol;Taker_buy_quote_vol;Ignore
0;1622074500000;2850.559999999999945;2850.559999999999945;2802.119999999999891;2812.880000000000109;19743.225930000000517;1622075399999;55838512.078603401780128;26135;8505.636990000000878;24059604.104040600359440;0
1;1622075400000;2813.050000000000182;2822.550000000000182;2780.269999999999982;2798.059999999999945;18931.031889999998384;1622076299999;52943590.714066997170448;27138;9756.256960000000618;27280832.840349301695824;0
2;1622076300000;2797.670000000000073;2824.539999999999964;2792.980000000000018;2812.269999999999982;15370.510130000000572;1622077199999;43228133.136047102510929;15379;6360.192189999999755;17886677.525604598224163;0
3;1622077200000;2812.489999999999782;2819.000000000000000;2764.360000000000127;2765.960000000000036;16839.144509999998263;1622078099999;46984478.402518503367901;24037;7937.674149999999827;22152169.341221101582050;0
4;1622078100000;2765.429999999999836;2772.219999999999800;2717.289999999999964;2741.480000000000018;26482.623950000001059;1622078999999;72660992.385924398899078;36951;12350.849229999999807;33889735.230383597314358;0
5;1622079000000;2741.489999999999782;2760.000000000000000;2725.449999999999818;2729.550000000000182;12673.623369999999341;1622079899999;34794200.822554796934128;19420;6208.980010000000220;17044507.812243200838566;0
6;1622079900000;2729.559999999999945;2746.519999999999982;2666.000000000000000;2691.610000000000127;32891.124340000002121;1622080799999;88718907.291576802730560;47516;14628.935020000000804;39475310.924428902566433;0
7;1622080800000;2691.320000000000164;2730.000000000000000;2671.239999999999782;2726.989999999999782;20408.393779999998515;1622081699999;55305050.699938602745533;31380;9973.786969999999201;27023541.984529398381710;0
8;1622081700000;2726.989999999999782;2733.329999999999927;2701.679999999999836;2705.219999999999800;15553.292009999999209;1622082599999;42287689.320153601467609;19955;7193.488610000000335;19556756.867730099707842;0
9;1622082600000;2705.219999999999800;2718.000000000000000;2680.030000000000200;2704.400000000000091;19351.027730000001611;1622083499999;52266328.573303200304508;25857;8160.762620000000425;22040786.038173999637365;0
10;1622083500000;2703.579999999999927;2721.699999999999818;2686.369999999999891;2712.820000000000164;12898.203229999999166;1622084399999;34886933.799784101545811;18676;6278.496509999999944;16986069.852911200374365;0
11;1622084400000;2712.650000000000091;2713.699999999999818;2633.679999999999836;2648.380000000000109;24469.816800000000512;1622085299999;65217503.136287696659565;40074;10477.874449999999342;27940492.414662100374699;0
12;1622085300000;2648.380000000000109;2675.920000000000073;2635.840000000000146;2666.989999999999782;15981.222379999999248;1622086199999;42476304.321640096604824;26366;8389.465260000000853;22294547.392921999096870;0
13;1622086200000;2666.369999999999891;2693.090000000000146;2661.340000000000146;2664.579999999999927;16355.086690000000090;1622087099999;43764723.829562403261662;25756;6701.516090000000077;17944221.686352100223303;0
14;1622087100000;2664.579999999999927;2685.619999999999891;2645.960000000000036;2679.260000000000218;20027.665030000000115;1622087999999;53399312.973007202148438;30808;9489.831070000000182;25295179.153318900614977;0
15;1622088000000;2679.260000000000218;2689.199999999999818;2650.010000000000218;2677.050000000000182;13755.766890000000785;1622088899999;36756131.941891096532345;20763;6723.095070000000305;17964309.723700698465109;0
16;1622088900000;2676.829999999999927;2687.360000000000127;2658.000000000000000;2661.309999999999945;9924.725700000000870;1622089799999;26505920.044729899615049;16864;4769.476249999999709;12740512.450422400608659;0
17;1622089800000;2661.300000000000182;2682.309999999999945;2645.869999999999891;2675.929999999999836;11144.771210000000792;1622090699999;29710624.853755898773670;16901;5742.953480000000127;15307981.343517700210214;0
18;1622090700000;2675.920000000000073;2706.420000000000073;2671.889999999999873;2704.210000000000036;12085.382739999999103;1622091599999;32545581.362265400588512;17743;6732.410839999999553;18129072.714427698403597;0
19;1622091600000;2704.159999999999854;2705.570000000000164;2662.250000000000000;2675.030000000000200;10986.167659999999159;1622092499999;29474370.258009098470211;15947;4947.316859999999906;13277006.111517500132322;0
20;1622092500000;2675.030000000000200;2690.000000000000000;2659.130000000000109;2669.750000000000000;12132.269190000000890;1622093399999;32429822.982739698141813;18536;5716.298499999999876;15278761.553106499835849;0
21;1622093400000;2669.909999999999854;2693.000000000000000;2668.119999999999891;2693.000000000000000;8422.872460000000501;1622094299999;22563828.471412900835276;12687;4584.966199999999844;12282560.787552699446678;0
22;1622094300000;2693.000000000000000;2739.150000000000091;2687.250000000000000;2733.380000000000109;17025.834650000000693;1622095199999;46267830.981737598776817;24611;9480.442520000000513;25754597.229423198848963;0
23;1622095200000;2733.210000000000036;2745.000000000000000;2705.679999999999836;2716.000000000000000;15472.247180000000299;1622096099999;42171231.937912799417973;20125;8623.445910000000367;23515399.311873700469732;0
24;1622096100000;2715.989999999999782;2734.769999999999982;2712.320000000000164;2727.320000000000164;7633.005269999999655;1622096999999;20791296.860700201243162;10937;3544.002629999999954;9656005.810324100777507;0
25;1622097000000;2726.699999999999818;2749.889999999999873;2721.099999999999909;2745.989999999999782;7979.844219999999950;1622097899999;21820127.161359399557114;10557;4191.481759999999667;11460163.166562199592590;0
26;1622097900000;2745.889999999999873;2760.000000000000000;2732.659999999999854;2754.059999999999945;8621.979869999999210;1622098799999;23684793.074180599302053;14436;4464.295420000000377;12267358.581576900556684;0
27;1622098800000;2754.150000000000091;2754.289999999999964;2733.320000000000164;2737.019999999999982;7764.570569999999861;1622099699999;21300033.800844300538301;11613;3441.053800000000138;9437724.168345300480723;0
28;1622099700000;2737.039999999999964;2740.369999999999891;2718.570000000000164;2728.750000000000000;9052.189270000000761;1622100599999;24706438.960473399609327;13309;4507.797899999999572;12302383.333503400906920;0
29;1622100600000;2728.750000000000000;2757.030000000000200;2726.440000000000055;2742.699999999999818;10585.959539999999834;1622101499999;29033659.269633099436760;14668;6009.485239999999976;16479934.030031599104404;0
30;1622101500000;2742.710000000000036;2752.000000000000000;2725.760000000000218;2735.019999999999982;5948.052219999999579;1622102399999;16287613.351035499945283;10087;2906.972080000000005;7961485.482798900455236;0
31;1622102400000;2735.030000000000200;2742.139999999999873;2683.929999999999836;2739.570000000000164;19933.473219999999856;1622103299999;54075768.025589399039745;32082;9738.786819999999352;26426981.863229498267174;0
32;1622103300000;2739.570000000000164;2754.000000000000000;2724.260000000000218;2750.000000000000000;11550.849749999999403;1622104199999;31610873.978620499372482;19398;5729.269629999999779;15685875.396015999838710;0
33;1622104200000;2750.000000000000000;2780.030000000000200;2748.050000000000182;2767.980000000000018;15752.998919999999998;1622105099999;43600871.123472400009632;26358;8716.262010000000373;24126238.062900900840759;0
34;1622105100000;2767.969999999999800;2773.650000000000091;2751.550000000000182;2759.769999999999982;7637.812649999999849;1622105999999;21105919.005684100091457;12955;4090.492159999999785;11305942.140794700011611;0
35;1622106000000;2759.599999999999909;2785.000000000000000;2758.050000000000182;2776.150000000000091;10058.582519999999931;1622106899999;27903120.343293998390436;17271;5811.727299999999559;16123268.475532799959183;0
