;Open_time;Open;High;Low;Close;Volume;Close_time;Quote_asset_volume;N_trades;Taker_buy_base_vol;Taker_buy_quote_vol;Ignore
0;1622074500000;0.000001520000000;0.000001520000000;0.000001490000000;0.000001490000000;371255.000000000000000;1622075399999;0.559893380000000;89;154646.000000000000000;0.233676520000000;0
1;1622075400000;0.000001490000000;0.000001510000000;0.000001490000000;0.000001500000000;128174.000000000000000;1622076299999;0.193110810000000;40;119505.000000000000000;0.180125040000000;0
2;1622076300000;0.000001500000000;0.000001520000000;0.000001500000000;0.000001520000000;8591.000000000000000;1622077199999;0.012977780000000;7;4564.000000000000000;0.006937280000000;0
3;1622077200000;0.000001510000000;0.000001520000000;0.000001500000000;0.000001510000000;627017.000000000000000;1622078099999;0.947270000000000;53;420883.000000000000000;0.636011510000000;0
4;1622078100000;0.000001520000000;0.000001530000000;0.000001510000000;0.000001510000000;317191.000000000000000;1622078999999;0.481095960000000;65;154767.000000000000000;0.235374190000000;0
5;1622079000000;0.000001510000000;0.000001510000000;0.000001490000000;0.000001500000000;197228.000000000000000;1622079899999;0.297323080000000;56;118899.000000000000000;0.179531090000000;0
6;1622079900000;0.000001500000000;0.000001520000000;0.000001490000000;0.000001510000000;405679.000000000000000;1622080799999;0.610854860000000;113;180282.000000000000000;0.271913460000000;0
7;1622080800000;0.000001520000000;0.000001590000000;0.000001520000000;0.000001590000000;1241704.000000000000000;1622081699999;1.923637890000000;340;915181.000000000000000;1.416962540000000;0
8;1622081700000;0.000001580000000;0.000001580000000;0.000001560000000;0.000001570000000;49085.000000000000000;1622082599999;0.076933000000000;24;13781.000000000000000;0.021642500000000;0
9;1622082600000;0.000001570000000;0.000001650000000;0.000001550000000;0.000001630000000;1865615.000000000000000;1622083499999;2.992224310000000;436;1380642.000000000000000;2.211099940000000;0
10;1622083500000;0.000001630000000;0.000001670000000;0.000001570000000;0.000001570000000;1461050.000000000000000;1622084399999;2.367988750000000;405;356634.000000000000000;0.576525070000000;0
11;1622084400000;0.000001570000000;0.000001570000000;0.000001520000000;0.000001530000000;266554.000000000000000;1622085299999;0.412720070000000;147;184901.000000000000000;0.286263370000000;0
12;1622085300000;0.000001530000000;0.000001530000000;0.000001510000000;0.000001520000000;256387.000000000000000;1622086199999;0.389835410000000;224;114792.000000000000000;0.175273600000000;0
13;1622086200000;0.000001530000000;0.000001540000000;0.000001530000000;0.000001530000000;97288.000000000000000;1622087099999;0.149492970000000;21;91500.000000000000000;0.140637330000000;0
14;1622087100000;0.000001540000000;0.000001550000000;0.000001530000000;0.000001540000000;57390.000000000000000;1622087999999;0.088132580000000;29;11297.000000000000000;0.017412190000000;0
15;1622088000000;0.000001550000000;0.000001550000000;0.000001530000000;0.000001550000000;59336.000000000000000;1622088899999;0.091838550000000;30;45464.000000000000000;0.070469200000000;0
16;1622088900000;0.000001550000000;0.000001550000000;0.000001530000000;0.000001530000000;67821.000000000000000;1622089799999;0.104455150000000;16;40575.000000000000000;0.062500720000000;0
17;1622089800000;0.000001530000000;0.000001540000000;0.000001500000000;0.000001500000000;1051336.000000000000000;1622090699999;1.586129370000000;105;121451.000000000000000;0.183550180000000;0
18;1622090700000;0.000001520000000;0.000001530000000;0.000001510000000;0.000001520000000;22930.000000000000000;1622091599999;0.034847390000000;17;21742.000000000000000;0.033049090000000;0
19;1622091600000;0.000001530000000;0.000001530000000;0.000001510000000;0.000001510000000;294191.000000000000000;1622092499999;0.447107430000000;12;288.000000000000000;0.000439240000000;0
20;1622092500000;0.000001520000000;0.000001530000000;0.000001520000000;0.000001530000000;195137.000000000000000;1622093399999;0.296619740000000;13;103046.000000000000000;0.156641420000000;0
21;1622093400000;0.000001520000000;0.000001530000000;0.000001520000000;0.000001530000000;52278.000000000000000;1622094299999;0.079802530000000;17;33997.000000000000000;0.052015410000000;0
22;1622094300000;0.000001530000000;0.000001550000000;0.000001530000000;0.000001550000000;150607.000000000000000;1622095199999;0.231755910000000;38;142093.000000000000000;0.218645420000000;0
23;1622095200000;0.000001550000000;0.000001570000000;0.000001550000000;0.000001560000000;391211.000000000000000;1622096099999;0.608749860000000;55;372581.000000000000000;0.579776840000000;0
24;1622096100000;0.000001570000000;0.000001570000000;0.000001560000000;0.000001560000000;286550.000000000000000;1622096999999;0.449863050000000;34;148739.000000000000000;0.233520230000000;0
25;1622097000000;0.000001560000000;0.000001570000000;0.000001550000000;0.000001570000000;935131.000000000000000;1622097899999;1.463890990000000;59;382768.000000000000000;0.600945760000000;0
26;1622097900000;0.000001570000000;0.000001580000000;0.000001570000000;0.000001580000000;15067.000000000000000;1622098799999;0.023663000000000;11;3981.000000000000000;0.006257980000000;0
27;1622098800000;0.000001570000000;0.000001570000000;0.000001560000000;0.000001560000000;185223.000000000000000;1622099699999;0.289562190000000;20;38007.000000000000000;0.059670340000000;0
28;1622099700000;0.000001550000000;0.000001640000000;0.000001550000000;0.000001610000000;4603063.000000000000000;1622100599999;7.377854200000000;730;3182606.000000000000000;5.098895220000000;0
29;1622100600000;0.000001600000000;0.000001660000000;0.000001570000000;0.000001590000000;5205427.000000000000000;1622101499999;8.434474059999999;644;2316936.000000000000000;3.767948150000000;0
